ref,region,regular,icu,cases_influenza_regular,cases_influenza_icu,cases_other_regular,cases_other_icu,mechanical_ventilators,children,adults,elderly,population
231300,Solonópole,24,0,2,0,3,0,2,4358,10372,2675,17405
231310,Tabuleiro do Norte,55,0,2,0,5,0,0,7433,18396,3606,29435
231320,Tamboril,39,0,2,0,4,0,0,6935,14259,3520,24714
231325,Tarrafas,16,0,1,0,1,0,0,2297,5136,1169,8602
231330,Tauá,130,0,12,0,90,0,1,15390,32476,7795,55661
231335,Tejuçuoca,16,0,1,0,1,0,2,5280,10087,1884,17251
231340,Tianguá,91,0,12,0,77,0,5,23343,41746,6408,71497
231350,Trairi,13,0,1,0,2,0,0,16123,29877,5633,51633
231355,Tururu,13,0,1,0,1,0,0,4694,8659,1721,15074
231360,Ubajara,24,0,3,0,6,0,0,9467,19074,3518,32059
231370,Umari,20,0,1,0,1,0,0,1918,4280,1176,7374
231375,Umirim,13,0,1,0,1,0,0,5939,10824,2021,18784
231380,Uruburetama,25,0,1,0,1,0,0,6482,11964,2000,20446
231390,Uruoca,16,0,1,0,1,0,0,3830,7443,1484,12757
231395,Varjota,19,0,2,0,2,0,0,5432,9858,2467,17757
231400,Várzea Alegre,53,0,4,0,22,0,0,10050,22647,5871,38568
231410,Viçosa do Ceará,69,0,6,0,17,0,0,18742,31520,5844,56106
240010,Acari,34,0,0,0,0,0,1,2451,6786,1631,10868
240020,Açu,42,0,5,0,9,0,0,14389,33785,5488,53662
240030,Afonso Bezerra,0,0,0,0,0,0,0,2761,6294,1352,10407
240050,Alexandria,109,0,3,0,40,0,2,3306,7953,2060,13319
240060,Almino Afonso,50,0,1,0,3,0,0,1142,2958,631,4731
240070,Alto do Rodrigues,21,0,1,0,2,0,0,3224,8117,1189,12530
240080,Angicos,28,0,1,0,2,0,0,2731,7110,1502,11343
240090,Antônio Martins,32,0,1,0,1,0,1,1692,4152,950,6794
240100,Apodi,60,0,3,0,10,0,3,8162,22491,3924,34577
240110,Areia Branca,34,0,2,0,3,0,1,6568,16081,2958,25607
240120,Arês,24,0,1,0,1,0,0,3702,7977,1276,12955
240140,Baía Formosa,9,0,0,0,0,0,0,2401,5230,795,8426
240145,Baraúna,21,0,1,0,1,0,0,7385,14981,2058,24424
240150,Barcelona,12,0,0,0,0,0,0,1017,2244,615,3876
240160,Bento Fernandes,15,0,0,0,0,0,0,1551,2957,590,5098
240170,Bom Jesus,10,0,0,0,0,0,0,2677,5420,1237,9334
240180,Brejinho,14,0,1,0,1,0,0,3344,6843,1407,11594
240190,Caiçara do Rio do Vento,8,0,0,0,0,0,0,934,2049,425,3408
240200,Caicó,134,0,8,0,47,0,3,14171,40793,7825,62789
240210,Campo Redondo,8,0,0,0,0,0,1,2681,6042,1530,10253
240220,Canguaretama,0,0,1,0,2,0,0,10033,18383,2735,31151
240230,Caraúbas,32,0,2,0,7,0,0,4774,11939,2669,19382
240240,Carnaúba dos Dantas,33,0,1,0,1,0,0,1758,4692,937,7387
240250,Carnaubais,21,0,1,0,2,0,0,2513,6178,1049,9740
240260,Ceará-Mirim,39,0,3,0,13,0,2,20833,40894,6934,68661
240270,Cerro Corá,24,0,1,0,2,0,0,2821,6356,1466,10643
240280,Coronel Ezequiel,12,0,1,0,1,0,0,1526,3046,786,5358
240290,Coronel João Pessoa,9,0,1,0,1,0,1,1453,2634,617,4704
240300,Cruzeta,12,0,0,0,0,0,0,1755,4964,1125,7844
240310,Currais Novos,98,0,6,0,39,0,4,10201,26485,5851,42537
240320,Doutor Severiano,12,0,1,0,1,0,0,1880,4165,875,6920
240325,Parnamirim,129,20,1,1,98,12,23,60306,144045,15447,219798
240330,Encanto,18,0,1,0,1,0,0,1482,3120,723,5325
240340,Equador,20,0,0,0,0,0,0,1455,3447,725,5627
240360,Extremoz,26,0,1,0,3,0,2,8609,15304,2326,26239
240370,Felipe Guerra,15,0,1,0,1,0,0,1256,3618,803,5677
240400,Frutuoso Gomes,28,0,1,0,2,0,0,962,2557,594,4113
240420,Goianinha,14,0,1,0,2,0,0,7813,13932,2033,23778
240430,Governador Dix-Sept Rosado,12,0,0,0,0,0,0,3150,7639,1511,12300
240440,Grossos,13,0,0,0,0,0,0,2341,6094,1053,9488
240450,Guamaré,27,0,2,0,10,0,1,4302,7983,1020,13305
240460,Ielmo Marinho,0,0,0,0,0,0,0,3336,7168,1354,11858
240470,Ipanguaçu,0,0,0,0,0,0,0,4048,8586,1337,13971
240490,Itaú,15,0,1,0,1,0,0,1324,3468,726,5518
240500,Jaçanã,17,0,0,0,0,0,1,2147,4661,1214,8022
240510,Jandaíra,3,0,0,0,0,0,0,1925,3914,746,6585
240520,Janduís,20,0,1,0,1,0,0,1259,3151,739,5149
240530,Januário Cicco,18,0,1,0,1,0,0,2648,5242,1137,9027
240540,Japi,1,0,0,0,0,0,2,1803,3052,639,5494
240550,Jardim de Angicos,3,0,0,0,0,0,0,667,1484,363,2514
240560,Jardim de Piranhas,25,0,1,0,2,0,1,3343,8652,1565,13560
240570,Jardim do Seridó,33,0,1,0,3,0,0,2383,7625,2029,12037
240580,João Câmara,34,0,2,0,7,0,1,9824,18837,3597,32258
240590,João Dias,2,0,0,0,0,0,0,684,1536,335,2555
240600,José da Penha,21,0,0,0,1,0,0,1512,3346,991,5849
240610,Jucurutu,48,0,1,0,4,0,0,4130,10998,2457,17585
240620,Lagoa d'Anta,10,0,1,0,1,0,0,1864,3599,705,6168
240640,Lagoa de Velhos,8,0,0,0,0,0,0,780,1536,347,2663
240650,Lagoa Nova,24,0,1,0,2,0,1,4177,8409,1575,14161
240670,Lajes,31,0,1,0,5,0,0,2490,6255,1462,10207
240680,Lajes Pintadas,8,0,0,0,0,0,0,1315,2739,644,4698
240690,Lucrécia,12,0,1,0,1,0,0,873,2225,487,3585
240700,Luís Gomes,30,0,0,0,0,0,0,2667,5616,1248,9531
240710,Macaíba,51,0,2,0,26,0,1,19501,44075,6829,70405
240720,Macau,44,0,1,0,6,0,0,6931,18588,3284,28803
240725,Major Sales,12,0,1,0,1,0,0,961,2092,507,3560
240740,Martins,30,0,1,0,1,0,0,1888,4868,1287,8043
240760,Messias Targino,16,0,1,0,1,0,0,1110,2541,492,4143
240770,Montanhas,19,0,0,0,0,0,0,3353,6317,1450,11120
240780,Monte Alegre,21,0,1,0,2,0,1,5942,12253,2353,20548
240790,Monte das Gameleiras,13,0,0,0,0,0,0,693,1308,264,2265
240800,Mossoró,514,63,12,3,279,55,95,66755,174665,24885,266305
240810,Natal,2081,243,54,7,1376,188,456,198337,540330,85385,824052
240830,Nova Cruz,38,0,1,0,4,0,1,9891,20817,4401,35109
240840,Olho-d'Água do Borges,14,0,0,0,0,0,0,935,2513,708,4156
240860,Paraná,8,0,0,0,0,0,1,1036,2335,565,3936
240880,Parazinho,6,0,0,0,0,0,0,1646,2677,565,4888
240890,Parelhas,50,0,1,0,4,0,0,5286,12541,2673,20500
240895,Rio do Fogo,8,0,0,0,0,0,0,3288,5704,931,9923
240910,Passa e Fica,30,0,0,0,0,0,1,3051,6887,1506,11444
240930,Patu,40,0,0,0,1,0,1,2927,7255,1605,11787
240940,Pau dos Ferros,118,6,9,2,51,5,13,7495,17817,3321,28633
240960,Pedra Preta,4,0,0,0,0,0,0,744,1459,319,2522
240980,Pedro Velho,11,0,1,0,1,0,1,4096,8103,1738,13937
240990,Pendências,13,0,1,0,1,0,0,3320,8484,1567,13371
241000,Pilões,10,0,0,0,1,0,1,798,2180,473,3451
241010,Poço Branco,30,0,0,0,0,0,0,3863,8233,1500,13596
241020,Portalegre,31,0,1,0,7,0,0,1811,4467,1016,7294
241025,Porto do Mangue,2,0,0,0,0,0,0,1604,3230,483,5317
241030,Presidente Juscelino,22,0,1,0,1,0,1,2816,5038,972,8826
241050,Rafael Fernandes,8,0,0,0,0,0,0,1163,2874,652,4689
241060,Rafael Godeiro,19,0,1,0,1,0,0,714,1778,475,2967
241070,Riacho da Cruz,17,0,0,0,1,0,0,754,1938,418,3110
241090,Riachuelo,12,0,0,0,0,0,0,2238,4114,836,7188
241100,Rodolfo Fernandes,18,0,0,0,0,0,0,1234,2631,559,4424
241105,Tibau,14,0,0,0,0,0,0,1132,2363,372,3867
241110,Ruy Barbosa,13,0,0,0,0,0,0,941,2045,482,3468
241120,Santa Cruz,102,0,4,0,56,0,15,10547,21818,4256,36621
241140,Santana do Matos,25,0,1,0,2,0,0,2935,8242,1980,13157
241142,Santana do Seridó,13,0,1,0,1,0,0,593,1590,345,2528
241150,Santo Antônio,40,0,3,0,11,0,1,6235,13209,2844,22288
241170,São Bento do Trairí,10,0,0,0,0,0,0,1195,2276,471,3942
241200,São Gonçalo do Amarante,64,0,13,0,20,0,1,27552,56858,7142,91552
241210,São João do Sabugi,8,0,0,0,0,0,0,1257,3583,1006,5846
241220,São José de Mipibu,58,0,1,0,34,0,0,12752,23869,4194,40815
241230,São José do Campestre,16,0,1,0,2,0,0,3345,7203,1595,12143
241240,São José do Seridó,12,0,1,0,1,0,0,977,2777,525,4279
241250,São Miguel,91,0,1,0,3,0,2,6488,12611,2868,21967
241255,São Miguel do Gostoso,7,0,0,0,0,0,0,2302,5099,882,8283
241260,São Paulo do Potengi,36,0,2,0,6,0,1,4238,9615,2066,15919
241270,São Pedro,4,0,0,0,0,0,0,1630,3498,858,5986
241280,São Rafael,19,0,1,0,1,0,0,1760,4895,1279,7934
241290,São Tomé,14,0,0,0,0,0,0,2744,6149,1711,10604
241300,São Vicente,14,0,1,0,1,0,0,1401,3717,884,6002
241310,Senador Elói de Souza,7,0,0,0,0,0,1,1694,3267,694,5655
241330,Serra de São Bento,12,0,1,0,1,0,0,1592,3268,783,5643
241335,Serra do Mel,17,0,0,0,0,0,0,3230,6342,1002,10574
241340,Serra Negra do Norte,22,0,1,0,1,0,0,1707,4842,995,7544
241355,Serrinha dos Pintos,13,0,1,0,1,0,0,973,2784,689,4446
241360,Severiano Melo,15,0,0,0,0,0,0,1434,3683,760,5877
241370,Sítio Novo,12,0,0,0,0,0,0,1330,2977,664,4971
241380,Taboleiro Grande,14,0,1,0,1,0,0,611,1446,250,2307
241390,Taipu,6,0,0,0,0,0,0,3443,6747,1331,11521
241400,Tangará,17,0,0,0,1,0,0,4200,8447,1616,14263
241410,Tenente Ananias,27,0,1,0,9,0,0,2442,6156,1320,9918
241415,Tenente Laurentino Cruz,3,0,0,0,0,0,0,1624,3238,540,5402
241420,Tibau do Sul,15,0,1,0,1,0,0,3700,7324,1022,12046
241440,Touros,30,0,1,0,4,0,0,9730,18109,3133,30972
241445,Triunfo Potiguar,12,0,0,0,0,0,0,979,1937,376,3292
241460,Upanema,13,0,1,0,1,0,0,3439,8111,1460,13010
241475,Venha-Ver,8,0,0,0,0,0,0,1171,2282,371,3824
241480,Vera Cruz,12,0,0,0,0,0,0,3262,6522,1213,10997
241490,Viçosa,15,0,0,0,0,0,1,437,1017,187,1641
241500,Vila Flor,21,0,0,0,0,0,1,972,1721,247,2940
250010,Água Branca,20,0,1,0,1,0,0,2769,5402,1138,9309
250020,Aguiar,12,0,0,0,0,0,0,1383,3138,818,5339
250030,Alagoa Grande,46,0,0,0,0,0,0,7811,16006,4053,27870
250040,Alagoa Nova,28,0,1,0,2,0,0,5777,11377,2598,19752
250060,Alhandra,15,0,0,0,0,0,0,6336,11000,1488,18824
250070,São João do Rio do Peixe,28,0,2,0,2,0,0,4084,10617,2738,17439
250090,Arara,17,0,1,0,1,0,0,3018,6966,2353,12337
250110,Areia,36,0,2,0,2,0,1,6449,13691,2994,23134
250130,Aroeiras,40,0,1,0,2,0,1,5894,10284,2770,18948
250150,Bananeiras,37,0,1,0,2,0,0,6087,12344,2920,21351
250180,Bayeux,48,0,1,0,7,0,0,26319,63449,9296,99064
250190,Belém,25,0,0,0,2,0,0,4400,9817,2750,16967
250200,Belém do Brejo do Cruz,28,0,1,0,1,0,1,1754,4282,954,6990
250210,Boa Ventura,0,0,0,0,0,0,0,1495,3346,735,5576
250230,Bom Sucesso,16,0,1,0,1,0,0,1083,2914,863,4860
250240,Bonito de Santa Fé,18,0,0,0,1,0,0,2897,6419,1232,10548
250250,Boqueirão,33,0,2,0,2,0,0,4655,10056,2174,16885
250260,Igaracy,0,0,0,0,0,0,0,1619,3538,836,5993
250280,Brejo do Cruz,25,0,2,0,2,0,1,3322,8130,1556,13008
250290,Brejo dos Santos,18,0,1,0,2,0,0,1558,3702,888,6148
250300,Caaporã,38,0,0,0,0,0,0,6882,12345,1543,20770
250320,Cabedelo,35,0,5,0,17,0,1,15732,39079,5306,60117
250340,Cacimba de Areia,5,0,0,0,0,0,0,951,2200,451,3602
250350,Cacimba de Dentro,22,0,0,0,1,0,0,4689,9180,2577,16446
250370,Cajazeiras,152,7,12,1,43,3,36,15194,36644,7628,59466
250400,Campina Grande,1127,144,55,13,571,97,112,104157,247073,43349,394579
250430,Catolé do Rocha,64,0,3,0,11,0,2,7163,18078,3641,28882
250440,Conceição,58,0,1,0,2,0,0,4787,11115,2286,18188
250480,Coremas,39,0,1,0,3,0,0,4133,8826,2010,14969
250500,Cubati,16,0,1,0,1,0,0,1936,3951,924,6811
250510,Cuité,67,0,2,0,5,0,1,5089,11636,3043,19768
250570,Dona Inês,12,0,0,0,0,0,1,3122,5595,1513,10230
250600,Esperança,26,0,2,0,6,0,0,8805,18389,4179,31373
250620,Frei Martinho,18,0,0,0,0,0,0,591,1694,554,2839
250630,Guarabira,100,6,7,1,44,2,8,15030,34509,6710,56249
250650,Gurjão,4,0,0,0,0,0,0,826,1922,465,3213
250660,Ibiara,0,0,0,0,0,0,0,1468,3474,930,5872
250680,Ingá,0,0,2,0,3,0,0,5046,9909,2463,17418
250690,Itabaiana,41,0,3,0,9,0,1,6327,14728,3360,24415
250700,Itaporanga,48,0,3,0,9,0,2,6348,14253,2643,23244
250710,Itapororoca,18,0,0,0,1,0,0,4799,10068,2238,17105
250730,Jacaraú,0,0,0,0,0,0,0,3984,7849,2020,13853
250740,Jericó,12,0,0,0,0,0,0,1916,4457,1069,7442
250750,João Pessoa,1767,209,98,13,1147,153,322,188301,489253,76591,754145
250770,Juazeirinho,18,0,0,0,0,0,0,5263,9789,1859,16911
250790,Juripiranga,12,0,0,0,0,0,0,3102,5932,1378,10412
250800,Juru,11,0,1,0,1,0,0,2625,5759,1186,9570
250820,Lagoa de Dentro,19,0,0,0,0,0,0,2183,4102,1162,7447
250830,Lagoa Seca,28,0,1,0,2,0,1,7242,15531,3151,25924
250840,Lastro,10,0,0,0,0,0,0,743,1702,395,2840
250860,Lucena,2,0,0,0,0,0,0,3718,7146,1060,11924
250890,Mamanguape,96,10,11,1,36,1,15,12952,25379,4292,42623
250910,Mari,0,0,0,0,0,0,0,5445,12280,3125,20850
250920,Massaranduba,51,0,1,0,1,0,0,3737,7397,1856,12990
250970,Monteiro,55,0,3,0,10,0,0,8587,18494,4464,31545
250990,Natuba,19,0,0,0,0,0,0,2688,5738,1308,9734
251010,Nova Floresta,19,0,0,0,0,0,0,2844,5933,1572,10349
251020,Nova Olinda,0,0,0,0,0,0,0,1686,3516,657,5859
251040,Olho d'Água,1,0,0,0,0,0,0,1894,4048,786,6728
251080,Patos,274,17,12,1,99,6,39,26936,63424,11326,101686
251090,Paulista,26,0,2,0,3,0,0,2837,7333,1525,11695
251110,Pedra Lavrada,20,0,1,0,1,0,1,1806,4458,1097,7361
251120,Pedras de Fogo,47,0,1,0,1,0,1,8560,16433,2910,27903
251130,Piancó,94,10,4,1,10,2,0,3693,9488,2107,15288
251140,Picuí,100,0,4,0,13,0,2,5093,10504,2532,18129
251150,Pilar,18,0,0,0,0,0,0,3292,6645,1360,11297
251200,Pocinhos,57,0,0,0,0,0,0,4923,9825,2300,17048
251210,Pombal,82,0,3,0,16,0,6,7839,19586,4699,32124
251230,Princesa Isabel,43,0,2,0,5,0,3,5686,12913,2577,21176
251250,Queimadas,36,0,5,0,11,0,2,12278,24466,5061,41805
251280,Riacho dos Cavalos,8,0,0,0,0,0,0,2174,5170,958,8302
251320,Santa Cruz,13,0,0,0,0,0,0,1370,3800,1206,6376
251335,Santa Inês,10,0,0,0,0,0,0,962,2127,365,3454
251340,Santa Luzia,36,0,2,0,5,0,0,3727,8817,2181,14725
251370,Santa Rita,149,38,4,1,53,11,79,37184,75230,11839,124253
251385,Santo André,6,0,0,0,0,0,0,537,1538,416,2491
251390,São Bento,37,0,2,0,5,0,0,8221,19851,2920,30992
251392,São Bentinho,0,0,0,0,0,0,0,1024,2458,648,4130
251420,São José da Lagoa Tapada,3,0,0,0,0,0,0,1807,4433,1129,7369
251430,São José de Caiana,15,0,0,0,0,0,0,1785,3487,585,5857
251450,São José de Piranhas,17,0,2,0,4,0,0,5136,11391,2593,19120
251470,São José do Sabugi,4,0,0,0,0,0,1,949,2459,545,3953
251490,São Mamede,26,0,1,0,2,0,1,1784,4469,1313,7566
251530,Sapé,78,0,2,0,3,0,1,12976,30020,6261,49257
251540,Seridó,24,0,1,0,2,0,0,3249,5956,1102,10307
251550,Serra Branca,58,0,1,0,3,0,1,3028,7553,2282,12863
251570,Serra Grande,12,0,0,0,0,0,0,813,1772,374,2959
251590,Serraria,7,0,0,0,0,0,0,1670,3329,910,5909
251600,Solânea,34,0,5,0,20,0,0,7308,14924,3899,26131
251610,Soledade,22,0,1,0,1,0,0,3772,8217,1804,13793
251620,Sousa,110,14,5,1,14,2,13,16569,41057,8430,66056
251630,Sumé,41,0,2,0,11,0,0,4083,9692,2536,16311
251650,Taperoá,52,0,2,0,6,0,4,4078,8443,2137,14658
251660,Tavares,23,0,0,0,0,0,0,3961,8170,1722,13853
251670,Teixeira,39,0,0,0,0,0,0,4120,8363,1570,14053
251690,Uiraúna,47,0,5,0,9,0,0,3441,8789,2312,14542
260005,Abreu e Lima,24,0,0,0,8,0,3,25458,61774,9193,96425
260010,Afogados da Ingazeira,147,0,9,0,63,0,5,10363,20984,4487,35834
260020,Afrânio,39,0,2,0,3,0,0,5360,10333,1986,17679
260030,Agrestina,76,0,2,0,17,0,0,6627,13321,3070,23018
260040,Água Preta,50,0,1,0,1,0,0,10234,19945,2900,33079
260050,Águas Belas,30,0,1,0,6,0,0,13457,21954,4771,40182
260060,Alagoinha,11,0,1,0,2,0,0,3654,7914,1883,13451
260070,Aliança,26,0,1,0,1,0,0,10409,22650,3927,36986
260080,Altinho,18,0,1,0,1,0,0,5596,12908,3471,21975
260090,Amaraji,31,0,1,0,2,0,0,6316,13199,2047,21562
260100,Angelim,12,0,1,0,1,0,0,3004,5716,1466,10186
260105,Araçoiaba,3,0,0,0,0,0,0,5680,11319,1509,18508
260110,Araripina,178,0,7,0,68,0,1,26699,44388,7626,78713
260120,Arcoverde,96,8,7,1,79,5,7,19924,41565,8007,69496
260130,Barra de Guabiraba,11,0,1,0,1,0,0,3708,7678,1271,12657
260140,Barreiros,112,0,2,0,78,0,0,13054,24374,3799,41227
260150,Belém de Maria,9,0,0,0,1,0,0,3463,6360,1306,11129
260160,Belém de São Francisco,24,0,1,0,4,0,0,6299,11563,1980,19842
260170,Belo Jardim,59,0,4,0,9,0,4,20870,43567,8840,73277
260180,Betânia,10,0,1,0,2,0,0,3516,6819,1533,11868
260190,Bezerros,131,10,1,5,20,5,2,14657,35362,8597,58616
260200,Bodocó,16,0,1,0,3,0,0,11047,20028,3593,34668
260210,Bom Conselho,46,0,3,0,8,0,0,13098,25559,5655,44312
260220,Bom Jardim,33,0,2,0,2,0,0,10083,22288,5085,37456
260230,Bonito,52,0,1,0,5,0,0,11547,21423,4371,37341
260240,Brejão,14,0,1,0,1,0,0,2945,5019,1046,9010
260250,Brejinho,7,0,1,0,1,0,0,1967,4272,956,7195
260260,Brejo da Madre de Deus,31,0,0,0,1,0,0,13592,27012,4713,45317
260270,Buenos Aires,17,0,0,0,0,0,0,3461,7660,1371,12492
260280,Buíque,76,0,4,0,15,0,1,17838,28377,5539,51754
260290,Cabo de Santo Agostinho,237,30,14,3,130,26,36,53155,122547,15554,191256
260300,Cabrobó,74,0,1,0,5,0,0,9838,18408,2841,31087
260310,Cachoeirinha,16,0,1,0,2,0,0,5045,11248,2612,18905
260320,Caetés,20,0,1,0,3,0,1,8234,14991,3131,26356
260330,Calçado,11,0,1,0,1,0,0,3032,6238,1340,10610
260340,Calumbi,17,0,0,0,0,0,0,1611,3249,736,5596
260345,Camaragibe,24,0,0,0,8,0,0,38426,96141,14220,148787
260350,Camocim de São Félix,14,0,1,0,2,0,0,4557,10260,2230,17047
260360,Camutanga,7,0,1,0,1,0,0,2302,4809,1029,8140
260370,Canhotinho,32,0,1,0,4,0,0,7047,14079,3075,24201
260380,Capoeiras,25,0,1,0,3,0,0,5668,11097,2374,19139
260390,Carnaíba,15,0,1,0,4,0,0,5242,10856,2343,18441
260392,Carnaubeira da Penha,11,0,1,0,1,0,0,4638,6337,1111,12086
260400,Carpina,114,0,2,0,16,0,1,19567,48687,7822,76076
260410,Caruaru,628,69,53,5,477,35,122,90928,205326,32559,328813
260415,Casinhas,28,0,1,0,1,0,0,3836,7910,1746,13492
260420,Catende,27,0,0,0,1,0,0,11317,22597,3950,37864
260430,Cedro,18,0,1,0,2,0,0,3245,6404,1145,10794
260440,Chã de Alegria,19,0,0,0,0,0,0,3765,7641,1267,12673
260450,Chã Grande,38,0,1,0,4,0,1,5845,12218,2329,20392
260460,Condado,21,0,1,0,1,0,0,7196,14520,2728,24444
260470,Correntes,23,0,1,0,2,0,0,4781,10100,2074,16955
260480,Cortês,39,0,1,0,4,0,0,3920,7438,1003,12361
260490,Cumaru,19,0,1,0,1,0,0,4096,10389,2463,16948
260500,Cupira,20,0,1,0,2,0,0,6635,13500,3098,23233
260510,Custódia,38,0,1,0,4,0,0,9501,20475,4352,34328
260515,Dormentes,27,0,3,0,6,0,0,4950,10112,1819,16881
260520,Escada,51,0,1,0,6,0,0,19404,39889,5916,65209
260530,Exu,33,0,2,0,4,0,0,9566,17658,3681,30905
260540,Feira Nova,17,0,1,0,2,0,1,5897,12296,2530,20723
260545,Fernando de Noronha,10,0,1,0,1,0,3,462,2030,101,2593
260550,Ferreiros,7,0,0,0,0,0,0,2887,6883,1457,11227
260560,Flores,22,0,1,0,2,0,0,5488,12662,3253,21403
260570,Floresta,61,0,1,0,7,0,0,8971,17302,2962,29235
260580,Frei Miguelinho,11,0,1,0,1,0,0,3193,8327,2560,14080
260590,Gameleira,23,0,1,0,1,0,0,8396,16862,2385,27643
260600,Garanhuns,208,21,17,3,100,11,42,38367,79651,14173,132191
260610,Glória do Goitá,24,0,0,0,0,0,0,8105,17340,3364,28809
260620,Goiana,95,0,9,0,23,0,9,21073,47321,7525,75919
260630,Granito,19,0,1,0,1,0,0,2142,3890,825,6857
260640,Gravatá,56,0,5,0,7,0,0,20748,47791,9240,77779
260650,Iati,22,0,2,0,3,0,0,5853,10111,2057,18021
260660,Ibimirim,19,0,1,0,1,0,1,8587,15543,2717,26847
260670,Ibirajuba,16,0,1,0,1,0,1,2025,4130,1202,7357
260680,Igarassu,98,0,1,0,87,0,1,28694,67132,9220,105046
260690,Iguaraci,16,0,1,0,1,0,0,2983,6866,1675,11524
260700,Inajá,13,0,1,0,1,0,0,6521,11063,1550,19134
260710,Ingazeira,4,0,1,0,1,0,1,1215,2625,586,4426
260720,Ipojuca,20,0,0,0,7,0,1,27180,51930,5612,84722
260730,Ipubi,52,0,1,0,3,0,0,9761,15700,2797,28258
260740,Itacuruba,14,0,0,0,0,0,0,1376,2607,407,4390
260750,Itaíba,21,0,1,0,2,0,0,7854,14503,2960,25317
260760,Ilha de Itamaracá,14,0,0,0,0,0,0,5642,15430,1761,22833
260765,Itambé,42,0,1,0,1,0,1,9562,21074,3786,34422
260770,Itapetim,25,0,0,0,1,0,0,3444,8070,2183,13697
260775,Itapissuma,1,0,0,0,0,0,0,6849,15218,2026,24093
260780,Itaquitinga,14,0,0,0,1,0,0,4635,9767,1521,15923
260790,Jaboatão dos Guararapes,551,70,52,7,210,65,112,168072,427940,59174,655186
260795,Jaqueira,32,0,1,0,1,0,0,3760,6560,1018,11338
260800,Jataúba,13,0,3,0,4,0,0,4999,9025,2028,16052
260805,Jatobá,23,0,1,0,2,0,0,4029,8446,1475,13950
260810,João Alfredo,23,0,2,0,3,0,0,8055,18235,4305,30595
260820,Joaquim Nabuco,14,0,0,0,0,0,0,4938,9195,1363,15496
260825,Jucati,6,0,0,0,0,0,0,3306,6046,1265,10617
260830,Jupi,9,0,1,0,3,0,0,4572,7989,1713,14274
260840,Jurema,18,0,2,0,2,0,1,4533,7755,2081,14369
260845,Lagoa do Carro,13,0,1,0,1,0,0,4382,10167,1628,16177
260850,Lagoa do Itaenga,20,0,1,0,1,0,0,6368,12316,2067,20751
260860,Lagoa do ouro,26,0,1,0,5,0,2,3717,6865,1488,12070
260870,Lagoa dos Gatos,17,0,0,0,0,0,0,4508,8674,2068,15250
260875,Lagoa Grande,27,0,2,0,5,0,0,7502,13338,1893,22733
260880,Lajedo,21,0,1,0,4,0,1,11175,21670,4901,37746
260890,Limoeiro,91,10,6,4,28,8,14,14117,34509,7058,55684
260900,Macaparana,52,0,2,0,4,0,1,7123,14132,2995,24250
260910,Machados,9,0,1,0,1,0,2,3892,8240,1507,13639
260915,Manari,16,0,1,0,2,0,0,6197,9803,1717,17717
260920,Maraial,13,0,1,0,1,0,0,4298,6643,981,11922
260930,Mirandiba,34,0,0,0,0,0,0,4728,8066,1609,14403
260940,Moreno,67,0,0,0,37,0,2,15007,36716,5724,57447
260950,Nazaré da Mata,40,0,7,0,27,0,2,7952,19510,3580,31042
260960,Olinda,245,25,6,12,144,11,69,94765,244883,44687,384335
260970,Orobó,20,0,1,0,4,0,1,6134,13230,3131,22495
260980,Orocó,11,0,1,0,1,0,0,4574,7900,1076,13550
260990,Ouricuri,88,0,12,0,73,0,15,21219,36382,6813,64414
261000,Palmares,243,30,8,4,88,26,43,20357,36166,5804,62327
261010,Palmeirina,10,0,1,0,1,0,6,2401,4467,1104,7972
261020,Panelas,26,0,1,0,1,0,1,7863,13943,3640,25446
261030,Paranatama,20,0,1,0,3,0,0,3666,6126,1447,11239
261040,Parnamirim,29,0,1,0,2,0,0,5895,11731,2301,19927
261050,Passira,25,0,1,0,1,0,0,7566,17175,3615,28356
261060,Paudalho,93,0,0,0,1,0,1,15245,32361,4492,52098
261070,Paulista,407,60,15,15,193,39,99,73846,201830,30382,306058
261080,Pedra,23,0,1,0,2,0,1,6028,11999,2454,20481
261090,Pesqueira,125,0,6,0,17,0,1,17770,37142,7984,62896
261100,Petrolândia,119,0,4,0,32,0,1,10941,19790,2775,33506
261110,Petrolina,412,51,14,1,280,23,123,99174,191264,21537,311975
261120,Poção,14,0,1,0,1,0,0,3209,6150,1382,10741
261130,Pombos,21,0,1,0,2,0,0,7184,16016,2991,26191
261140,Primavera,4,0,0,0,0,0,0,3771,8289,1180,13240
261150,Quipapá,50,0,1,0,1,0,0,7291,13631,2634,23556
261160,Recife,6030,644,245,27,4042,420,1579,370767,1020842,183773,1575382
261170,Riacho das Almas,30,0,1,0,3,0,1,5443,11476,2667,19586
261180,Ribeirão,7,0,0,0,1,0,0,12206,27415,4360,43981
261190,Rio Formoso,16,0,0,0,0,0,1,6852,13548,1726,22126
261200,Sairé,20,0,1,0,1,0,0,2803,6310,1562,10675
261210,Salgadinho,5,0,0,0,0,0,0,2007,5991,1168,9166
261220,Salgueiro,167,10,12,1,79,11,4,17090,34591,5644,57325
261230,Saloá,19,0,1,0,1,0,0,4410,8505,2213,15128
261240,Sanharó,14,0,1,0,1,0,0,6628,13002,2576,22206
261245,Santa Cruz,24,0,2,0,5,0,0,4514,7553,1680,13747
261247,Santa Cruz da Baixa Verde,15,0,1,0,1,0,0,3299,6969,1517,11785
